order_id,customer_id,branch_name,cashier_name,order_date,order_time,payment_method,promotion,subtotal,discount,tax,tax_rate,grandtotal
ORD00015,CUST0105,FnB Yogyakarta,Gilang Anggraini,2024-01-20,20:44:08,Cash,-,222433,21348,20138,9.041480902801,242544
ORD00016,CUST0162,FnB Jakarta Selatan,Bagus Lestari,2024-04-18,11:39:44,Qris,BUY1GET1,435338,0,43645,9.999977087920,478871
ORD00017,CUST0028,FnB Makassar,Sinta Santoso,2024-06-06,19:22:26,CASH,-,140934,0,14102,9.999929088575,155027
ORD00018,CUST0130,FnB Denpasar,Hadi Handayani,2023-12-06,18:29:49,CASH,NULL,118755,0,11876,10.000421034903,130630
ORD00019,CUST0004,FnB Jakarta Pusat,Fajar Wahyuni,2024-07-24,17:54:58,credit card,NULL,285254,0,28325,9.999858783988,313778
ORD00020,CUST0077,FnB Bandung,Lina Pratama,2024-03-13,12:18:13,qris,NULL,246471,0,24707,10.000161900059,271118
ORD00021,CUST0088,FnB Palembang,Fajar Kurniawan,2024-11-01,13:03:59,Qris,WEEKEND SPECIAL,203548,0,19112,10.000000000000,223902
ORD00022,CUST0094,FnB Bandung,Wati Suryani,2023-02-07,17:57:15,debit card,NONE,149692,0,14969,9.999866392325,164660
ORD00023,CUST0162,FnB Makassar,Fitri Prasetyo,2023-08-04,13:57:20,gopay,WEEKEND SPECIAL,245069,37923,21215,8.483658510251,265859
ORD00024,CUST0093,FnB Surabaya,Siti Wahyuni,2024-12-03,12:55:12,QRIS,NULL,308931,0,26527,9.999849212512,339823
ORD00025,CUST0109,FnB Jakarta Barat,Sinta Santoso,2024-10-24,12:09:13,qris,NULL,157337,0,15834,10.000189469296,173070
ORD00026,CUST0061,FnB Jakarta Barat,Joko Kusumo,2023-12-07,13:12:40,ovo,NULL,319694,0,31796,10.000062901389,351663
ORD00027,CUST0088,FnB Jakarta Selatan,Fitri Prasetyo,2024-04-11,13:03:17,Qris,NULL,101777,0,10245,9.999902392363,111954
ORD00028,CUST0059,FnB Yogyakarta,Eko Puspita,2023-08-01,10:56:18,Tunai,PROMO20,264466,0,24555,10.000081450469,290912
ORD00029,CUST0018,FnB Bandung,Tuti Wijaya,2024-05-05,13:31:55,CASH,WEEKEND SPECIAL,32762,3797,1612,8.094401205121,35413
ORD00030,CUST0137,FnB Surabaya,Wati Suryani,2024-06-02,18:15:20,Kartu Debit,NULL,449052,0,44996,9.999977775851,493957
ORD00031,CUST0156,FnB Bandung,Agus Permata,2023-09-27,17:02:30,qris,WEEKEND SPECIAL,373906,62447,30533,8.302064300008,404947
ORD00032,CUST0143,FnB Surabaya,Eko Puspita,2024-03-12,17:28:31,gopay,NULL,173026,0,16063,9.999750986715,190328
ORD00033,CUST0112,FnB Makassar,Zahra Hidayat,2023-03-08,09:22:18,QRIS,-,283148,0,27058,10.000073915839,311463
ORD00034,CUST0091,FnB Palembang,Sinta Santoso,2024-12-17,12:54:36,QRIS,NULL,76112,0,7657,10.000000000000,83723
ORD00035,CUST0172,FnB Bandung,Bagus Lestari,2024-12-24,13:11:50,GoPay,PROMO20,186347,7447,17890,9.600369203689,204236
ORD00036,CUST0121,FnB Yogyakarta,Yusuf Handayani,2024-06-08,08:24:57,Ovo,PROMO20,171672,0,14598,10.000137006946,188839
ORD00037,CUST0115,FnB Yogyakarta,Agus Wahyuni,2024-01-30,18:39:34,Kartu Kredit,NULL,49981,0,5102,10.000980103891,54979
ORD00038,CUST0008,FnB Surabaya,Fajar Yulianto,2024-11-20,17:32:58,gopay,NULL,299080,0,29908,10.000000000000,328988
ORD00039,CUST0078,FnB Palembang,Joko Kusumo,2024-08-27,17:23:23,Credit Card,NULL,286341,0,23579,9.999915179480,314974
ORD00040,CUST0091,FnB Jakarta Selatan,Yusuf Handayani,2024-05-29,12:15:34,Cash,BUY1GET1,39865,1542,2575,9.433962264150,43625
ORD00041,CUST0095,FnB Jakarta Pusat,Fajar Kurniawan,2023-05-13,19:14:20,Tunai,-,138034,0,13803,9.999710216323,151836
ORD00042,CUST0132,FnB Makassar,Lina Pratama,2024-11-08,11:23:22,Qris,BUY1GET1,220068,0,22038,10.000000000000,242074
ORD00043,CUST0128,FnB Bandung,Yusuf Handayani,2024-09-03,19:51:43,QRIS,PROMO20,211272,31294,15484,8.318827498764,228847
ORD00044,CUST0138,FnB Makassar,Bagus Lestari,2024-12-03,11:18:04,OVO,NULL,380768,15501,34477,9.569713993871,417206
ORD00045,CUST0162,FnB Denpasar,Yusuf Handayani,2024-06-26,18:33:40,cash,NULL,226004,21546,20470,9.047713761630,246452
ORD00046,CUST0162,FnB Jakarta Pusat,Tuti Wijaya,2024-04-06,20:28:47,Tunai,MEMBER DISC,212419,0,20042,10.000000000000,233660
ORD00047,CUST0162,FnB Makassar,Maya Handayani,2023-11-13,10:53:33,credit card,NULL,218687,0,21869,10.000137182365,240555
ORD00048,CUST0187,FnB Bandung,Fitri Prasetyo,2024-11-22,20:29:19,credit card,WEEKEND SPECIAL,223983,8150,15298,9.494020467564,245247
ORD00049,CUST0007,FnB Surabaya,Maya Permata,2024-10-06,19:49:54,Debit,NULL,151816,0,15262,9.999868957293,166997
ORD00050,CUST0049,FnB Medan,Intan Pratama,2023-07-21,19:11:11,cash,PROMO20,163672,13489,15194,9.184715916990,178704
ORD00051,CUST0005,FnB Denpasar,Agus Permata,2023-12-05,11:20:36,gopay,NONE,257034,0,25741,10.000077697662,282737
ORD00052,CUST0153,FnB Jakarta Pusat,Fajar Wahyuni,2024-05-11,19:09:23,Qris,NULL,160088,0,16132,10.000247960524,176097
ORD00053,CUST0173,FnB Bandung,Agus Wahyuni,2024-08-25,13:59:31,qris,BUY1GET1,206013,0,20610,9.999757405206,226613
ORD00054,CUST0065,FnB Medan,Agus Permata,2024-12-24,15:32:21,Gopay,NULL,211192,19765,19143,9.064263797871,230334
ORD00055,CUST0182,FnB Semarang,Fajar Kurniawan,2024-05-23,18:58:59,Gopay,NULL,184919,0,18793,9.999893578528,203410
ORD00056,CUST0017,FnB Semarang,Sinta Santoso,2024-03-21,13:07:19,QRIS,-,178301,11630,15410,9.298200095335,194879
ORD00057,CUST0185,FnB Jakarta Pusat,Siti Pratama,2024-05-05,13:41:12,qris,PROMO20,140722,0,14090,10.000000000000,154794
ORD00058,CUST0081,FnB Jakarta Barat,Fajar Kurniawan,2024-12-15,11:34:54,debit card,NONE,110588,0,11066,10.000451854864,121647
ORD00059,CUST0024,FnB Jakarta Barat,Joko Kusumo,2024-09-18,17:58:42,QRIS,BUY1GET1,94362,0,9473,10.000000000000,103798
ORD00060,CUST0117,FnB Yogyakarta,Eko Puspita,2024-09-15,11:18:22,qris,-,145978,9901,13779,9.329677026203,159597
ORD00061,CUST0066,FnB Jakarta Selatan,Maya Handayani,2024-07-15,20:47:26,QR Code,BUY1GET1,226524,44471,18205,8.036676025498,244728
ORD00062,CUST0071,FnB Jakarta Selatan,Zahra Hidayat,2023-11-11,20:08:53,Gopay,NULL,320882,0,32088,9.999937671792,352969
ORD00063,CUST0075,FnB Palembang,Fajar Wahyuni,2023-07-29,19:04:59,Debit Card,NULL,332353,0,33235,9.999909734529,365587
ORD00064,CUST0162,FnB Jakarta Pusat,Wati Suryani,2023-07-27,19:26:11,Kartu Debit,NULL,182130,0,15884,10.000125914453,200343
ORD00065,CUST0130,FnB Palembang,Intan Pratama,2024-10-05,12:02:52,debit card,NULL,167366,0,12968,10.000231344031,184102
ORD00066,CUST0075,FnB Medan,Sinta Santoso,2024-08-27,11:09:16,gopay,NULL,23413,0,2341,9.998718660573,25753
ORD00067,CUST0139,FnB Yogyakarta,Gilang Anggraini,2024-12-31,20:58:44,QR Code,NULL,230638,0,23065,10.000173425942,253702
ORD00068,CUST0162,FnB Jakarta Barat,Fajar Kurniawan,2024-12-29,17:38:47,Credit Card,NULL,164616,0,16362,10.000244474867,181078
ORD00069,CUST0067,FnB Jakarta Pusat,Eko Puspita,2024-02-17,20:44:52,QR Code,WEEKEND SPECIAL,259371,0,25949,10.000115612728,285308
ORD00070,CUST0098,FnB Semarang,Intan Pratama,2024-07-26,12:56:44,Cash,NULL,151761,0,15176,9.999934106918,166936
ORD00071,CUST0028,FnB Makassar,Maya Permata,2024-11-30,19:03:18,CASH,NULL,34228,0,3423,10.000584316933,37650
ORD00072,CUST0044,FnB Semarang,Fajar Wahyuni,2024-09-24,16:48:10,QRIS,BUY1GET1,136980,13432,12499,9.029568785534,149348
ORD00073,CUST0161,FnB Jakarta Pusat,Agus Wahyuni,2023-07-11,19:06:34,Debit,MEMBER DISC,232302,0,23235,9.999870886108,255531
ORD00074,CUST0044,FnB Semarang,Agus Permata,2023-12-04,12:26:21,debit card,NULL,43369,0,3751,10.001066496027,47706
ORD00075,CUST0125,FnB Yogyakarta,Fajar Wahyuni,2023-04-18,18:50:57,OVO,NULL,302267,0,30238,9.999900788073,332493
ORD00076,CUST0162,FnB Medan,Bagus Lestari,2024-12-06,11:59:01,Debit Card,PROMO10,297690,55658,24203,8.130269743693,321892
ORD00077,CUST0024,FnB Yogyakarta,Siti Pratama,2024-03-31,21:38:33,Qris,-,214999,17860,19770,9.171417835322,234717
ORD00078,CUST0132,FnB Makassar,Agus Wahyuni,2023-10-04,17:14:08,ShopeePay,-,178985,0,17916,10.000055816341,196883
ORD00079,CUST0066,FnB Medan,Agus Wahyuni,2024-07-31,11:27:44,Kartu Kredit,NULL,134724,0,13480,9.999851634248,148196
ORD00080,CUST0188,FnB Jakarta Pusat,Wati Suryani,2024-04-09,07:12:06,GoPay,NULL,174898,0,16267,10.000184425851,192388
ORD00081,CUST0116,FnB Bandung,Hadi Handayani,2023-10-01,12:42:00,Cash,PROMO20,249466,34310,22061,8.654087556880,271055
ORD00082,CUST0162,FnB Jakarta Pusat,Fajar Wahyuni,2023-07-21,12:01:05,Cash,WEEKEND SPECIAL,242305,38748,20365,8.401575940097,262662
ORD00083,CUST0131,FnB Bandung,Siti Pratama,2024-05-19,13:49:46,cash,WEEKEND SPECIAL,281907,24280,20643,8.947596549781,307130
ORD00084,CUST0012,FnB Bandung,Maya Handayani,2024-01-18,19:00:33,Kartu Kredit,WEEKEND SPECIAL,84308,10345,7396,8.772595720453,91703
ORD00085,CUST0147,FnB Jakarta Pusat,Intan Pratama,2024-07-28,08:59:13,qris,NULL,429883,40787,38919,9.051330175054,468793
ORD00086,CUST0187,FnB Jakarta Barat,Siti Pratama,2024-01-17,17:11:53,Ovo,PROMO20,222765,0,22276,9.999775548223,245040
ORD00087,CUST0137,FnB Jakarta Pusat,Fajar Wahyuni,2024-09-26,19:07:29,QR Code,PROMO10,390387,32467,35822,9.168882825557,426181
ORD00088,CUST0162,FnB Yogyakarta,Fajar Kurniawan,2024-02-14,17:05:20,CASH,PROMO20,138519,0,13301,10.000000000000,152370
ORD00089,CUST0173,FnB Denpasar,Bagus Lestari,2024-02-22,20:14:35,Kartu Debit,NULL,250177,0,23517,9.999872434335,275194
ORD00090,CUST0059,FnB Jakarta Pusat,Maya Handayani,2024-10-14,12:11:00,QR Code,NULL,119129,0,10568,10.000473148805,131042
ORD00091,CUST0058,FnB Palembang,Hadi Handayani,2023-11-03,17:07:09,Shopeepay,MEMBER DISC,103918,14644,8927,8.590427067495,112844
ORD00092,CUST0139,FnB Surabaya,Intan Pratama,2023-04-22,11:21:12,QRIS,-,22814,1764,2105,9.226790567195,24918
ORD00093,CUST0098,FnB Jakarta Barat,Siti Wahyuni,2023-01-24,19:48:45,Kartu Debit,NULL,294417,0,29463,9.999966059240,323858
ORD00094,CUST0164,FnB Jakarta Pusat,Gilang Anggraini,2024-12-07,13:38:25,Debit,NONE,235009,0,20667,10.000096773569,258510
ORD00095,CUST0173,FnB Surabaya,Agus Permata,2024-04-11,12:31:31,shopeepay,NULL,184703,0,19038,9.999789898310,203172
ORD00096,CUST0082,FnB Yogyakarta,Hadi Handayani,2024-06-11,14:43:01,qris,NULL,197172,0,19895,9.999798948500,216888
ORD00097,CUST0061,FnB Semarang,Lina Pratama,2023-06-18,13:39:06,Shopeepay,WEEKEND SPECIAL,190445,36202,15426,8.099338443767,205869
ORD00098,CUST0162,FnB Jakarta Pusat,Bagus Lestari,2023-07-21,12:31:32,Tunai,NONE,27105,0,2710,9.998155321896,29814
ORD00099,CUST0067,FnB Jakarta Pusat,Rian Suryani,2023-10-11,08:24:28,Debit Card,NONE,581784,55912,52608,9.039330572690,634373
ORD00100,CUST0162,FnB Bandung,Bagus Lestari,2023-09-25,13:42:55,QR Code,PROMO20,191578,0,18476,10.000000000000,210735
ORD00101,CUST0102,FnB Jakarta Barat,Sinta Santoso,2024-03-17,13:24:31,gopay,NULL,319787,0,29556,10.000067668613,351765
ORD00102,CUST0156,FnB Jakarta Selatan,Sinta Santoso,2023-10-26,18:32:03,gopay,MEMBER DISC,226397,42878,18352,8.106114480315,244748
ORD00103,CUST0022,FnB Jakarta Barat,Joko Kusumo,2023-11-26,11:20:03,QR Code,WEEKEND SPECIAL,151150,10787,10112,9.036236093114,164808
ORD00104,CUST0144,FnB Yogyakarta,Siti Pratama,2024-11-03,16:01:48,Cash,NULL,218450,0,21930,9.999954400572,240294
ORD00105,CUST0109,FnB Denpasar,Eko Puspita,2024-03-18,13:22:03,credit card,NULL,170233,7901,16327,9.538637704697,186470
ORD00106,CUST0133,FnB Bandung,Agus Wahyuni,2024-02-09,08:55:19,qris,MEMBER DISC,202051,13787,17059,9.252338983050,220745
ORD00107,CUST0040,FnB Denpasar,Tuti Wijaya,2024-08-05,13:55:27,CASH,NULL,267233,0,26110,10.000076599590,293956
ORD00108,CUST0162,FnB Jakarta Barat,Wati Suryani,2023-10-29,19:24:36,Kartu Debit,NULL,287150,24290,26290,9.154059088772,313435
ORD00109,CUST0172,FnB Bandung,Sinta Santoso,2024-04-12,18:21:31,QRIS,NONE,147989,0,12376,10.000000000000,162787
ORD00110,CUST0059,FnB Jakarta Selatan,Fajar Yulianto,2024-10-04,12:12:31,Debit,NULL,127127,0,12713,10.000235984487,139839
ORD00111,CUST0022,FnB Medan,Fajar Wahyuni,2024-12-03,12:36:25,Credit Card,BUY1GET1,167736,0,15422,9.999805476485,184509
ORD00112,CUST0007,FnB Palembang,Maya Handayani,2023-05-02,19:04:36,gopay,-,378953,0,34144,10.000117152262,416848
ORD00113,CUST0151,FnB Surabaya,Fajar Wahyuni,2024-11-18,17:52:19,Gopay,PROMO10,98186,7517,9071,9.234731794720,107253
ORD00114,CUST0138,FnB Jakarta Barat,Tuti Wijaya,2024-06-29,12:16:39,Gopay,MEMBER DISC,199079,17491,18193,9.123093818480,217241
ORD00115,CUST0130,FnB Medan,Gilang Anggraini,2023-07-19,18:42:52,debit card,NULL,253253,0,25351,10.000118339927,278578
ORD00116,CUST0060,FnB Jakarta Pusat,Tuti Wijaya,2024-08-07,18:40:03,ovo,MEMBER DISC,170248,27127,14313,8.406653431850,184560
ORD00117,CUST0094,FnB Makassar,Agus Permata,2024-12-21,13:48:19,Debit,PROMO20,293156,0,28116,10.000035567063,322471
ORD00118,CUST0134,FnB Surabaya,Gilang Anggraini,2024-10-09,11:52:18,Qris,NULL,212654,0,21269,10.000188070676,233919
ORD00119,CUST0119,FnB Bandung,Fajar Yulianto,2023-09-09,17:09:12,credit card,MEMBER DISC,291523,56386,23523,8.066485148175,315038
ORD00120,CUST0196,FnB Surabaya,Sinta Santoso,2024-04-21,17:12:10,cash,PROMO20,220252,43121,17713,8.042151717124,237964
ORD00121,CUST0033,FnB Medan,Maya Permata,2023-07-06,17:46:31,QRIS,NULL,348645,0,32542,10.000122919586,383509
ORD00122,CUST0162,FnB Jakarta Pusat,Fajar Yulianto,2023-07-22,21:26:57,Cash,NULL,252494,0,22680,10.000000000000,277743
ORD00123,CUST0097,FnB Medan,Zahra Hidayat,2023-04-18,13:47:32,QRIS,PROMO10,157214,20161,13732,8.719560593072,170922
ORD00124,CUST0103,FnB Jakarta Selatan,Maya Handayani,2024-11-24,19:21:53,cash,PROMO20,174430,10210,15185,9.369986424780,190774
ORD00125,CUST0162,FnB Semarang,Siti Wahyuni,2023-07-15,11:11:13,gopay,-,460541,0,41499,10.000072291421,506595
ORD00126,CUST0162,FnB Yogyakarta,Rian Suryani,2023-07-05,17:20:34,Qris,WEEKEND SPECIAL,206087,37257,16936,8.197006950225,222979
ORD00127,CUST0196,FnB Yogyakarta,Agus Permata,2024-04-27,19:52:19,qris,NULL,401692,20998,29550,9.336640389263,439196
ORD00128,CUST0029,FnB Surabaya,Zahra Hidayat,2024-02-10,18:16:35,Kartu Kredit,NULL,200855,0,20092,9.999850689069,220940
ORD00129,CUST0024,FnB Surabaya,Lina Pratama,2023-09-22,18:54:28,Qris,NONE,106542,0,10699,10.000186936852,117196
ORD00130,CUST0162,FnB Jakarta Pusat,Agus Wahyuni,2024-10-29,19:15:19,QR Code,NULL,180493,0,13706,10.000364817044,198542
ORD00131,CUST0132,FnB Yogyakarta,Gilang Anggraini,2023-12-17,19:41:26,qris,PROMO20,139807,19618,9507,8.289735272575,151396
ORD00132,CUST0067,FnB Jakarta Selatan,Fajar Kurniawan,2024-05-17,20:59:53,Gopay,NULL,244330,20233,19403,9.055693236816,266455
ORD00133,CUST0018,FnB Bandung,Yusuf Handayani,2024-04-26,19:26:38,GoPay,NULL,106830,0,10683,10.000000000000,117513
ORD00134,CUST0020,FnB Jakarta Barat,Bagus Lestari,2024-05-29,17:41:11,gopay,NULL,482461,0,38162,9.999973795991,530706
ORD00135,CUST0173,FnB Jakarta Pusat,Joko Kusumo,2023-08-16,19:36:05,qris,NULL,254048,8201,24688,9.678684000062,278636
ORD00136,CUST0048,FnB Medan,Yusuf Handayani,2023-05-18,17:26:50,CASH,BUY1GET1,233567,0,23394,10.000042746185,256923
ORD00137,CUST0077,FnB Jakarta Pusat,Zahra Hidayat,2023-08-02,13:37:52,ovo,PROMO20,72484,1844,7095,9.746280753327,79548
ORD00138,CUST0059,FnB Semarang,Maya Handayani,2023-05-24,12:56:24,Qris,NULL,206210,6678,19303,9.665708591629,226141
ORD00139,CUST0082,FnB Jakarta Barat,Wati Suryani,2023-03-17,17:39:40,Ovo,NULL,257668,0,25102,10.000199191283,283435
ORD00140,CUST0018,FnB Jakarta Pusat,Maya Permata,2024-04-23,13:27:38,ovo,NULL,434231,37909,39934,9.133052942615,473889
ORD00141,CUST0121,FnB Surabaya,Intan Pratama,2023-12-10,13:27:49,QRIS,NULL,316085,25796,26783,9.121343187004,344916
ORD00142,CUST0018,FnB Jakarta Pusat,Hadi Handayani,2024-05-15,18:55:52,Ovo,PROMO20,192450,28219,16594,8.546515520624,208897
ORD00143,CUST0162,FnB Jakarta Selatan,Sinta Santoso,2023-10-06,11:38:13,Gopay,-,573235,0,51390,10.000077836760,630558
ORD00144,CUST0060,FnB Semarang,Intan Pratama,2024-08-10,07:18:16,qris,PROMO10,268306,39127,22918,8.541739655468,291223
ORD00145,CUST0130,FnB Jakarta Pusat,Siti Pratama,2024-06-02,12:08:55,QR Code,NULL,175791,0,17614,10.000227097243,193370
ORD00146,CUST0173,FnB Makassar,Fajar Wahyuni,2023-08-06,19:04:06,Shopeepay,MEMBER DISC,46343,0,4649,9.999569818463,50977
ORD00147,CUST0154,FnB Jakarta Pusat,Siti Wahyuni,2024-08-17,16:42:51,Debit Card,NULL,44736,0,4483,10.000892339267,49209
ORD00148,CUST0128,FnB Jakarta Selatan,Maya Permata,2024-09-05,12:42:23,GoPay,NULL,146956,14592,13236,9.006777538855,160191
ORD00149,CUST0077,FnB Semarang,Reza Puspita,2023-07-25,13:31:59,shopeepay,NULL,262153,0,25352,9.999842224010,288367
ORD00150,CUST0078,FnB Jakarta Barat,Maya Handayani,2024-10-12,20:09:16,QR Code,NULL,134207,0,13421,10.000223535285,147627
ORD00151,CUST0157,FnB Jakarta Pusat,Sinta Santoso,2024-11-14,20:18:57,Cash,NULL,390930,0,32139,10.000031114941,430023
ORD00152,CUST0198,FnB Jakarta Barat,Fitri Prasetyo,2024-12-16,12:47:31,Qris,BUY1GET1,376026,54381,29127,8.426659106097,407712
ORD00153,CUST0156,FnB Jakarta Selatan,Lina Pratama,2023-08-01,11:03:14,GoPay,BUY1GET1,288988,0,28955,10.000069073176,317886
ORD00154,CUST0132,FnB Makassar,Intan Pratama,2024-08-22,20:02:28,QR Code,NULL,332176,7525,32465,9.773433360628,364640
ORD00155,CUST0162,FnB Jakarta Barat,Sinta Santoso,2024-07-11,20:09:07,QR Code,PROMO20,162649,0,16265,10.000061482087,178913
ORD00156,CUST0112,FnB Yogyakarta,Intan Pratama,2023-05-29,19:36:57,qris,NULL,195204,0,19646,9.999898199142,214724
ORD00157,CUST0017,FnB Denpasar,Fajar Kurniawan,2023-11-23,17:15:49,Debit Card,BUY1GET1,19604,2824,1678,8.559477657620,21281
ORD00158,CUST0132,FnB Bandung,Wati Suryani,2023-10-10,17:25:23,Debit Card,NULL,232073,0,23208,10.000043088775,255280
ORD00159,CUST0187,FnB Denpasar,Agus Permata,2023-12-23,13:42:30,Debit Card,NULL,207447,0,16891,10.000236818111,228192
ORD00160,CUST0042,FnB Jakarta Barat,Lina Pratama,2024-10-23,11:41:39,credit card,WEEKEND SPECIAL,181906,32600,14935,8.208253870547,196837
ORD00161,CUST0162,FnB Palembang,Zahra Hidayat,2023-10-09,11:51:41,Shopeepay,-,193669,5052,18862,9.739297461132,212530
ORD00162,CUST0051,FnB Jakarta Pusat,Maya Handayani,2023-12-10,12:11:15,QRIS,-,360373,0,36042,10.000083236917,396410
ORD00163,CUST0129,FnB Medan,Wati Suryani,2024-07-11,12:18:41,Shopeepay,NULL,67776,2156,6562,9.681893295561,74337
ORD00164,CUST0023,FnB Bandung,Hadi Handayani,2023-01-30,20:47:51,gopay,NULL,143799,3980,13356,9.710488432624,157762
ORD00165,CUST0109,FnB Bandung,Lina Pratama,2024-03-19,15:12:31,qris,NULL,162168,0,16118,9.999689797437,178384
ORD00166,CUST0162,FnB Medan,Maya Permata,2024-06-17,12:51:23,QR Code,PROMO20,61786,3145,5864,9.490823163823,67649
ORD00167,CUST0079,FnB Semarang,Eko Puspita,2024-10-28,12:29:43,credit card,MEMBER DISC,231370,0,20623,10.000000000000,254507
ORD00168,CUST0156,FnB Jakarta Pusat,Siti Kusuma,2024-01-11,12:05:58,qris,PROMO20,195181,11383,15866,9.330690833387,213392
ORD00169,CUST0162,FnB Jakarta Selatan,Agus Permata,2024-01-27,15:27:18,Gopay,NULL,235135,0,23558,10.000084897571,258648
ORD00170,CUST0182,FnB Semarang,Siti Kusuma,2024-05-21,20:06:29,Cash,NULL,276845,17228,23678,9.321863742839,302652
ORD00171,CUST0061,FnB Medan,Siti Pratama,2023-12-02,17:07:47,Kartu Kredit,NULL,162420,0,16242,10.000000000000,178662
ORD00172,CUST0096,FnB Palembang,Intan Pratama,2024-01-28,12:56:45,Credit Card,NONE,224056,7525,21680,9.664506120556,245709
ORD00173,CUST0036,FnB Yogyakarta,Lina Pratama,2023-07-08,19:21:58,QR Code,NONE,174466,3686,15477,9.767441860465,191506
ORD00174,CUST0197,FnB Palembang,Maya Handayani,2024-12-01,08:27:34,GoPay,NULL,289260,0,29006,9.999862099398,318185
ORD00175,CUST0182,FnB Semarang,Intan Pratama,2024-05-03,20:55:42,Cash,NULL,180880,0,18088,10.000000000000,198968
ORD00176,CUST0130,FnB Jakarta Barat,Sinta Santoso,2023-01-17,19:44:43,shopeepay,-,212485,0,21470,9.999906847630,233733
ORD00177,CUST0164,FnB Jakarta Pusat,Agus Wahyuni,2024-12-13,11:12:07,credit card,NONE,337052,0,33876,9.999881923699,370756
ORD00178,CUST0122,FnB Yogyakarta,Wati Suryani,2023-06-17,18:41:15,gopay,NULL,333487,0,30808,9.999967541003,366835
ORD00179,CUST0144,FnB Medan,Maya Handayani,2024-08-03,09:30:27,gopay,NULL,235129,11179,22457,9.525849636052,257527
ORD00180,CUST0020,FnB Jakarta Pusat,Yusuf Handayani,2024-05-06,14:01:55,CASH,-,287225,10724,25239,9.592274188767,314776
ORD00181,CUST0162,FnB Jakarta Barat,Agus Wahyuni,2024-10-25,11:06:40,qris,NULL,264044,0,21395,9.999953260325,290448
ORD00182,CUST0029,FnB Palembang,Sinta Santoso,2024-03-21,12:31:32,Gopay,PROMO10,328103,0,27260,10.000146737296,360913
ORD00183,CUST0162,FnB Surabaya,Yusuf Handayani,2024-05-25,20:36:20,Kartu Debit,NULL,259936,0,23426,10.000128064476,285929
ORD00184,CUST0162,FnB Bandung,Eko Puspita,2024-08-10,13:41:22,Debit,MEMBER DISC,189823,10000,19005,10.000105236571,208805
ORD00185,CUST0162,FnB Bandung,Intan Pratama,2023-12-31,20:22:28,QR Code,NULL,29520,0,2982,9.999329354168,32471
ORD00186,CUST0009,FnB Jakarta Selatan,Yusuf Handayani,2024-04-16,12:46:45,Debit,WEEKEND SPECIAL,220254,38518,18207,8.253998476770,238433
ORD00187,CUST0073,FnB Jakarta Barat,Gilang Anggraini,2024-01-31,19:54:10,QR Code,MEMBER DISC,357733,49717,26558,8.423222696205,387865
ORD00188,CUST0066,FnB Jakarta Barat,Sinta Santoso,2024-07-23,11:38:31,QRIS,MEMBER DISC,79818,9433,7038,8.817559948883,86855
ORD00189,CUST0086,FnB Jakarta Pusat,Agus Wahyuni,2024-07-09,11:01:22,Tunai,PROMO20,446749,12663,34922,9.650026942260,489860
ORD00190,CUST0020,FnB Yogyakarta,Siti Kusuma,2024-06-03,12:27:07,qris,NULL,202961,3704,17375,9.791049149657,222833
